carat,x,y,z,price,labcol,labcut,labclar
1.01,6.3,6.33,4.0,6399,1,1,5
0.38,4.64,4.67,2.87,587,3,2,3
0.91,6.05,6.12,3.89,4289,1,4,2
1.01,6.26,6.22,3.98,5430,1,1,5
1.01,6.52,6.46,3.92,4694,0,3,3
0.42,4.77,4.79,2.98,1031,2,2,4
0.31,4.38,4.41,2.72,901,2,2,1
0.79,5.97,5.99,3.62,2539,5,2,2
1.5,7.34,7.31,4.44,10668,4,3,5
0.33,4.39,4.44,2.74,666,2,3,5
1.2,6.7,6.75,4.23,6602,0,4,3
1.93,7.91,7.86,4.95,17353,4,3,5
0.49,5.2,5.14,3.04,1351,1,3,5
0.27,4.16,4.12,2.55,603,1,2,4
0.35,4.59,4.56,2.74,672,1,3,3
2.02,8.06,7.99,4.98,17265,4,3,2
0.31,4.37,4.41,2.67,489,5,3,4
0.71,5.7,5.72,3.52,2515,3,4,2
0.43,4.95,4.97,2.95,1159,0,3,7
1.05,6.59,6.53,4.05,3352,4,3,3
0.36,4.57,4.54,2.84,1053,4,2,6
1.2,6.94,6.89,4.12,7258,3,3,5
0.51,5.11,5.15,3.18,1656,1,2,5
0.66,5.57,5.64,3.45,3103,0,2,7
0.53,5.23,5.3,3.1,2136,3,4,6
0.3,4.29,4.31,2.68,442,4,2,2
1.02,6.7,6.62,3.84,4246,0,1,3
0.42,4.78,4.82,2.94,1179,3,2,6
1.54,7.38,7.36,4.6,9383,6,3,6
0.9,6.03,5.98,3.95,2982,1,0,3
1.0,6.39,6.35,3.9,6303,0,3,5
1.22,6.79,6.76,4.29,5397,1,4,2
1.21,6.94,6.91,4.15,4879,5,3,3
0.7,5.73,5.69,3.49,2383,4,3,2
0.41,4.82,4.79,2.95,1153,1,2,4
0.28,4.22,4.27,2.6,455,3,2,2
1.08,6.61,6.65,4.02,5756,4,2,2
1.11,6.67,6.63,4.12,4196,1,2,3
0.82,5.99,5.95,3.72,2867,2,2,3
1.5,7.27,7.33,4.48,9035,4,4,2
1.01,6.3,6.35,4.03,4749,4,1,2
2.09,8.13,8.09,5.11,14838,5,2,3
0.87,6.13,6.1,3.76,2661,2,3,3
0.78,5.92,5.97,3.6,2271,5,4,3
1.01,6.43,6.39,4.0,6951,3,2,4
1.01,6.4,6.35,4.01,3818,6,2,2
1.52,7.37,7.33,4.58,11405,2,2,5
1.51,7.39,7.31,4.55,14465,2,3,5
0.9,6.18,6.12,3.89,4545,2,4,2
1.56,7.48,7.54,4.6,9494,5,4,2
2.02,8.07,8.11,5.04,15785,5,2,2
0.9,6.12,6.18,3.83,3308,5,4,2
1.0,6.4,6.29,3.95,7644,3,2,6
1.15,6.68,6.63,4.14,4186,4,2,3
0.7,5.72,5.75,3.49,2273,4,4,2
1.32,7.02,7.09,4.4,7119,4,4,2
0.58,5.34,5.38,3.29,1442,3,2,2
0.32,4.41,4.36,2.71,990,2,2,6
0.7,5.64,5.68,3.5,2567,4,4,5
1.5,7.25,7.2,4.68,8044,4,0,4
1.07,6.57,6.59,3.95,5661,6,4,7
1.14,6.68,6.63,4.17,5424,3,3,2
0.41,4.72,4.73,2.97,683,4,4,2
0.44,4.93,4.91,2.96,1232,0,3,4
0.9,6.08,6.13,3.84,3780,2,1,2
0.81,5.99,5.95,3.72,3544,3,2,4
1.27,7.03,6.9,4.3,11002,3,2,6
0.3,4.25,4.28,2.62,789,1,4,7
0.41,4.73,4.69,2.96,969,2,2,2
0.73,5.79,5.82,3.58,2453,5,2,5
0.4,4.75,4.72,2.95,975,1,2,5
0.5,5.03,5.07,3.21,1436,2,1,5
2.15,8.3,8.24,5.11,17219,4,2,3
1.08,6.64,6.61,4.04,10204,2,4,6
0.7,5.63,5.67,3.54,2163,5,2,4
1.72,7.62,7.57,4.8,13622,2,4,2
0.5,5.21,5.16,3.05,1433,2,1,5
0.31,4.38,4.36,2.7,942,0,2,5
2.0,8.04,8.01,4.8,13986,4,3,2
0.4,4.77,4.81,2.85,816,3,1,5
0.32,4.4,4.38,2.72,648,4,2,5
1.8,7.86,7.8,4.81,10107,6,4,2
0.7,5.7,5.76,3.49,1603,5,4,3
1.1,6.91,6.84,3.92,4361,0,1,3
1.06,6.53,6.51,4.05,5758,2,2,2
0.21,3.85,3.81,2.32,386,0,3,5
1.72,7.67,7.63,4.74,9551,4,3,2
0.34,4.58,4.54,2.73,1033,1,3,4
0.5,5.07,5.03,3.15,1629,1,3,5
1.56,7.44,7.46,4.61,9404,6,2,4
0.32,4.4,4.44,2.71,725,2,2,4
0.9,6.38,6.3,3.81,5242,1,3,4
0.34,4.45,4.47,2.77,686,2,2,5
0.32,4.42,4.36,2.77,576,4,4,2
0.44,4.86,4.89,3.04,883,0,2,2
0.51,5.06,5.14,3.22,959,5,1,2
0.8,5.91,5.96,3.68,2699,4,3,2
0.31,4.36,4.38,2.71,571,0,2,2
1.06,6.52,6.5,4.04,5247,4,3,4
2.14,8.11,8.0,5.22,13825,2,0,3
0.41,4.79,4.75,2.99,1061,3,2,5
0.36,4.57,4.6,2.82,794,4,2,6
1.5,7.31,7.27,4.53,11189,4,3,4
0.92,6.2,6.23,3.83,4457,5,2,2
0.71,5.69,5.76,3.52,2610,2,2,2
0.7,5.85,5.89,3.43,3419,1,1,4
0.36,4.6,4.63,2.82,1095,0,2,4
0.5,5.18,5.21,3.01,1145,2,1,2
1.01,6.4,6.34,3.92,4242,4,3,3
1.62,7.41,7.33,4.73,6223,6,1,3
0.72,5.72,5.78,3.52,2300,2,2,3
0.24,4.0,4.04,2.5,559,3,2,6
0.72,5.71,5.79,3.53,2954,0,3,2
0.56,5.23,5.28,3.22,1197,4,4,2
0.54,5.25,5.27,3.23,2041,3,2,6
0.81,5.92,5.97,3.69,2708,6,2,5
1.18,6.75,6.79,4.18,4555,5,3,3
0.32,4.33,4.38,2.74,730,4,4,6
0.86,6.13,6.07,3.8,3456,1,2,2
0.35,4.52,4.49,2.81,1011,2,2,4
0.41,4.78,4.81,2.96,811,3,2,5
0.54,5.21,5.24,3.28,1713,1,2,5
0.35,4.49,4.47,2.83,551,4,4,3
2.01,7.8,7.76,5.19,10772,4,0,3
0.57,5.31,5.34,3.29,1173,5,4,2
1.7,7.67,7.6,4.81,11138,0,3,3
0.32,4.38,4.36,2.73,828,2,2,5
1.21,6.88,6.89,4.24,10177,2,2,5
0.7,5.66,5.75,3.53,2230,2,2,2
0.36,4.59,4.54,2.83,770,2,2,2
0.31,4.32,4.28,2.7,558,4,3,2
0.51,5.05,5.1,3.2,1838,0,4,4
0.2,3.81,3.78,2.32,367,1,3,5
0.72,5.75,5.7,3.56,2829,2,3,4
1.5,7.32,7.34,4.51,14586,2,3,5
0.3,4.22,4.26,2.69,515,0,1,2
1.13,6.68,6.63,4.16,3898,1,3,3
0.71,5.74,5.77,3.55,2494,1,2,2
0.5,4.95,4.89,3.21,727,3,0,0
0.9,6.09,6.19,3.86,4078,0,4,3
0.23,3.91,3.96,2.47,530,1,2,7
0.53,5.16,5.2,3.22,1775,4,2,6
0.5,5.02,5.06,3.21,1293,1,4,2
0.5,5.15,5.17,3.15,1923,4,2,1
0.53,5.21,5.24,3.27,1038,6,2,5
2.01,8.14,8.19,4.84,17759,1,4,3
1.01,6.42,6.37,3.96,3790,4,3,3
0.3,4.31,4.28,2.7,776,4,3,7
0.51,5.08,5.11,3.19,1656,1,2,5
0.36,4.55,4.52,2.85,1018,0,2,4
0.3,4.3,4.33,2.69,665,4,2,6
0.35,4.46,4.52,2.83,644,0,4,2
0.3,4.32,4.35,2.68,606,0,2,5
0.31,4.38,4.41,2.73,891,3,2,1
0.9,6.16,6.18,3.84,5222,4,2,4
0.39,4.74,4.69,2.87,1009,3,3,5
0.33,4.47,4.49,2.69,778,0,4,5
0.33,4.38,4.36,2.79,743,1,1,2
1.0,6.41,6.47,3.83,4004,1,4,3
0.32,4.36,4.39,2.71,673,3,2,5
0.44,4.86,4.89,3.02,1003,1,2,5
0.9,6.19,6.14,3.85,3609,1,3,2
0.35,4.54,4.56,2.81,644,0,3,2
0.4,4.75,4.82,2.84,730,4,1,5
1.7,7.71,7.64,4.7,9444,4,2,3
1.04,6.64,6.7,3.95,4484,1,3,3
0.73,5.77,5.8,3.6,3673,0,2,5
0.9,6.18,6.13,3.85,3312,0,3,3
0.51,5.04,5.06,3.19,1633,0,4,5
0.7,5.7,5.73,3.51,2553,1,4,5
1.0,6.43,6.39,3.97,8366,3,2,6
0.32,4.37,4.39,2.76,561,4,4,4
0.71,5.75,5.77,3.53,3406,0,2,4
0.7,5.7,5.73,3.5,3154,2,2,4
2.22,8.49,8.43,5.08,18706,6,3,4
0.29,4.24,4.29,2.61,504,2,4,4
0.24,4.01,4.04,2.46,449,4,4,7
0.3,4.32,4.35,2.7,764,3,2,6
2.1,8.21,8.27,5.05,14229,6,4,5
0.9,6.12,6.15,3.84,4596,5,4,1
2.11,8.45,8.41,4.95,15198,0,3,3
0.52,5.21,5.18,3.19,2512,1,2,4
1.08,6.59,6.62,4.05,6586,3,2,5
0.32,4.47,4.37,2.74,756,0,2,2
1.01,6.42,6.45,3.92,5067,5,4,5
0.92,6.23,6.19,3.84,3787,2,3,3
0.5,5.18,5.09,3.14,1683,0,3,5
0.31,4.37,4.33,2.72,1046,3,2,6
0.31,4.34,4.37,2.71,418,5,2,2
1.01,6.3,6.24,3.73,5882,1,3,5
0.23,3.93,3.95,2.42,530,2,4,6
0.33,4.41,4.46,2.76,868,3,2,6
0.54,5.25,5.31,3.21,1639,2,4,5
0.5,5.11,5.07,3.2,1676,1,2,5
1.06,6.5,6.57,4.07,4995,2,4,2
0.32,4.41,4.38,2.76,648,4,2,5
2.01,8.12,8.09,5.0,9793,6,3,2
1.5,7.2,7.24,4.61,13899,1,1,5
0.33,4.47,4.42,2.76,1002,0,2,5
1.02,6.41,6.45,3.93,4459,2,3,3
1.12,6.74,6.77,4.13,5392,5,2,5
0.44,4.95,4.99,3.01,2290,0,2,6
1.02,6.66,6.62,3.8,5198,0,1,2
1.27,6.71,6.75,4.44,4542,6,1,3
1.01,6.47,6.54,3.92,8647,2,1,7
1.13,6.68,6.71,4.12,11641,1,2,6
0.39,4.75,4.8,2.91,1089,2,2,6
1.1,6.63,6.58,4.06,8796,2,2,4
0.31,4.3,4.4,2.72,816,3,4,6
1.51,7.33,7.42,4.51,7362,5,2,3
1.01,6.38,6.41,3.99,8265,0,3,4
1.0,6.32,6.35,3.89,3646,3,1,3
1.04,6.5,6.52,4.04,3832,4,3,3
0.38,4.68,4.64,2.89,998,0,2,5
1.7,7.76,7.83,4.75,11431,0,4,3
0.32,4.38,4.39,2.72,461,4,3,2
2.02,8.28,8.36,4.82,16593,5,1,5
0.31,4.37,4.34,2.68,802,2,2,5
0.41,4.68,4.73,2.97,945,3,4,6
0.4,4.66,4.69,2.97,891,0,1,5
1.18,6.96,6.91,3.98,3899,0,0,3
2.02,8.03,7.93,5.02,15808,5,3,5
1.09,6.63,6.58,4.03,4230,2,1,2
0.73,5.89,5.92,3.65,3319,0,2,5
0.35,4.45,4.47,2.79,798,4,4,6
1.58,7.44,7.39,4.65,11365,4,2,5
0.51,5.14,5.16,3.16,2233,1,2,4
0.91,6.24,6.15,3.85,3498,4,3,3
0.41,4.85,4.82,2.89,969,2,3,2
0.38,4.61,4.65,2.85,1200,2,4,6
0.52,5.23,5.19,3.13,1806,2,2,5
0.93,6.23,6.33,3.86,4111,3,4,2
1.01,6.55,6.48,3.96,10341,2,3,6
0.43,4.89,4.84,2.97,1129,2,3,4
1.12,6.68,6.65,4.13,5551,3,2,2
0.53,5.17,5.2,3.24,1353,4,2,5
0.32,4.42,4.38,2.73,972,0,2,5
2.32,8.49,8.45,5.25,17676,5,2,3
0.32,4.4,4.38,2.74,828,2,2,5
0.25,4.04,4.07,2.5,431,4,2,4
0.8,5.97,5.94,3.66,2890,2,3,2
0.32,4.4,4.42,2.75,730,3,2,7
0.43,4.92,4.96,2.94,1433,1,3,6
0.32,4.39,4.35,2.68,900,1,3,5
0.5,4.99,5.03,3.19,1407,1,1,5
0.5,5.02,4.96,3.14,1348,2,0,4
1.51,7.36,7.25,4.57,16754,2,2,7
0.58,5.33,5.36,3.32,2529,1,2,7
0.54,5.3,5.28,3.2,1637,1,2,2
1.05,6.55,6.57,4.05,5352,5,2,7
1.22,6.92,6.85,4.17,6387,4,3,2
1.2,6.78,6.82,4.21,6578,4,2,2
0.3,4.28,4.33,2.64,895,1,3,6
0.36,4.55,4.51,2.82,1013,1,3,5
0.41,4.77,4.83,2.93,1115,2,3,7
0.3,4.34,4.37,2.67,640,1,2,2
0.3,4.3,4.32,2.59,526,4,4,4
0.31,4.34,4.36,2.69,680,1,2,5
0.71,5.73,5.67,3.52,2271,1,3,3
0.5,4.93,4.95,3.19,1253,0,0,2
0.51,5.18,5.22,3.14,2054,2,2,7
0.56,5.4,5.33,3.27,2696,1,2,7
0.53,5.26,5.3,3.21,1707,1,2,5
1.0,6.41,6.33,3.98,3136,3,3,3
1.0,6.28,6.36,3.94,6022,4,4,6
0.75,5.97,5.91,3.56,3108,1,3,5
0.3,4.31,4.32,2.66,814,0,2,7
0.52,5.21,5.23,3.22,2338,3,2,7
2.0,7.92,8.0,5.1,18440,4,2,2
0.57,5.36,5.4,3.27,2061,1,2,4
0.33,4.45,4.48,2.74,699,3,2,4
0.61,5.51,5.47,3.4,1867,5,2,7
0.52,5.27,5.24,3.17,1802,0,2,5
1.23,6.85,6.76,4.33,5940,5,1,4
2.74,8.88,8.84,5.61,17184,4,4,3
0.41,4.76,4.81,2.97,755,1,2,2
2.01,8.03,7.97,5.04,15395,4,2,5
0.42,4.82,4.79,2.96,1087,4,3,4
0.55,5.29,5.27,3.22,1819,0,3,2
1.02,6.47,6.38,3.98,6215,1,3,5
0.9,6.18,6.23,3.82,3715,1,4,3
0.51,5.12,5.08,3.23,1239,1,4,3
0.3,4.38,4.35,2.58,608,5,3,4
2.28,8.6,8.56,5.09,13919,4,3,2
0.81,5.83,5.78,3.75,2414,5,0,5
1.21,6.86,6.81,4.26,5421,6,2,4
1.01,6.4,6.37,4.0,4338,0,3,3
0.33,4.45,4.47,2.76,945,1,2,6
0.9,6.23,6.15,3.84,3599,1,2,3
0.9,6.19,6.12,3.76,3105,4,4,3
1.36,7.13,7.11,4.34,10455,3,2,4
2.01,8.0,8.07,4.81,16624,0,1,3
1.23,6.8,6.77,4.3,5550,3,4,3
1.0,6.34,6.45,3.98,4389,4,4,2
1.01,6.33,6.37,4.04,4588,3,1,2
1.23,6.78,6.86,4.27,5191,5,4,3
0.3,4.25,4.22,2.68,506,6,4,4
0.7,5.65,5.62,3.52,2737,1,3,5
1.21,6.99,6.93,4.13,6974,4,3,5
0.3,4.28,4.25,2.65,709,0,3,2
1.0,6.36,6.32,3.89,4939,2,3,2
0.3,4.3,4.31,2.69,710,0,2,5
0.32,4.36,4.39,2.76,432,5,1,2
0.31,4.34,4.37,2.69,734,1,2,4
1.42,7.35,7.38,4.3,15665,2,4,6
0.31,4.37,4.34,2.71,698,4,2,4
1.01,6.41,6.44,3.96,5393,4,4,5
0.36,4.58,4.62,2.76,568,4,4,5
1.3,6.97,6.9,4.33,12734,2,2,7
0.9,6.16,6.23,3.84,3537,5,2,2
1.31,7.06,7.01,4.2,3697,6,3,3
1.03,6.47,6.49,4.0,6662,2,4,4
0.31,4.33,4.37,2.66,625,4,2,7
0.32,4.37,4.38,2.76,589,0,1,2
1.79,7.77,7.81,4.79,11643,4,2,3
0.5,5.08,5.03,3.17,1942,2,4,7
0.55,5.33,5.3,3.18,1011,4,3,3
1.5,7.25,7.32,4.46,10291,4,1,5
0.72,5.73,5.66,3.55,2646,3,3,4
1.54,7.29,7.34,4.56,8923,3,2,3
2.34,8.47,8.43,5.2,8491,5,3,0
0.4,4.71,4.75,2.94,737,1,2,2
2.03,8.01,7.98,5.05,15086,5,4,4
0.33,4.39,4.46,2.72,434,6,4,4
0.71,5.8,5.88,3.46,2772,1,1,5
0.34,4.48,4.46,2.81,880,2,2,5
1.22,6.91,6.85,4.28,9292,1,3,5
0.3,4.37,4.33,2.63,506,5,3,2
1.03,6.53,6.5,3.95,4557,3,3,3
0.51,5.16,5.22,3.16,1759,1,2,4
1.99,8.2,8.11,4.93,17713,4,0,5
1.31,7.03,7.05,4.35,8611,5,2,4
1.32,7.05,7.0,4.4,9979,3,2,4
0.33,4.45,4.47,2.75,579,4,2,4
1.08,6.6,6.55,4.06,5080,1,2,3
0.34,4.54,4.59,2.72,724,2,4,7
0.7,5.74,5.76,3.44,2335,1,4,3
1.0,6.24,6.29,4.01,3569,0,1,3
0.76,5.82,5.88,3.66,2719,2,2,2
0.56,5.3,5.32,3.27,1625,1,2,5
0.76,5.89,5.85,3.57,2580,1,3,3
0.56,5.26,5.31,3.28,1691,4,2,4
0.38,4.64,4.61,2.86,812,5,3,5
0.91,6.09,6.04,3.94,4256,1,0,2
1.02,6.29,6.22,4.1,4758,4,0,2
0.42,4.86,4.82,2.96,1103,2,3,4
1.01,6.44,6.41,3.96,6271,3,2,5
0.71,5.68,5.73,3.54,2313,4,2,2
1.12,6.72,6.61,4.11,6503,3,3,5
0.38,4.64,4.67,2.82,833,3,3,4
0.96,6.16,6.11,3.96,2068,3,0,0
1.12,6.65,6.68,4.13,5451,3,2,2
1.01,6.54,6.51,3.86,6533,2,3,5
1.01,6.37,6.26,4.1,3477,2,0,3
0.65,5.54,5.47,3.48,2009,3,4,5
1.2,6.73,6.67,4.18,6048,4,3,5
1.3,6.94,7.0,4.34,6451,5,2,2
0.91,6.26,6.22,3.8,3414,4,3,2
1.01,6.44,6.47,3.95,5664,4,2,2
1.0,6.52,6.57,3.91,5046,4,4,5
1.01,6.29,6.35,4.0,4149,1,1,3
0.9,6.22,6.25,3.76,4432,4,4,7
1.01,6.56,6.53,3.89,4072,4,3,3
1.13,6.67,6.61,4.16,6379,3,3,5
0.7,5.78,5.68,3.41,1662,2,3,3
0.75,5.67,5.72,3.66,2953,2,1,4
0.7,5.67,5.72,3.54,2145,4,4,4
0.73,5.87,5.82,3.51,2341,1,3,3
0.31,4.37,4.33,2.7,942,0,2,5
0.75,5.83,5.86,3.57,2993,1,2,2
1.1,6.65,6.64,4.08,6470,4,2,4
0.34,4.51,4.54,2.77,702,1,2,5
2.03,8.14,8.08,5.06,14579,6,2,4
0.4,4.8,4.75,2.93,1152,0,2,7
0.5,4.92,4.99,3.21,1280,5,1,7
1.51,7.39,7.33,4.51,16091,3,3,5
0.56,5.22,5.09,3.33,1358,1,0,2
1.55,7.66,7.57,4.46,7161,1,3,3
0.38,4.82,4.87,2.74,886,5,1,1
0.51,5.17,5.2,3.15,2041,2,4,7
0.3,4.26,4.25,2.68,574,0,2,3
0.57,5.34,5.36,3.3,1851,1,2,5
0.75,5.83,5.8,3.63,3456,0,2,5
0.53,5.2,5.26,3.21,1631,0,4,2
1.04,6.46,6.49,4.03,6133,4,2,5
0.32,4.43,4.39,2.7,828,3,2,4
1.73,7.74,7.71,4.76,16960,3,3,5
1.67,7.57,7.6,4.69,13887,4,2,4
0.32,4.35,4.41,2.72,645,2,3,5
1.2,6.68,6.73,4.21,6526,3,4,2
0.4,4.7,4.73,2.93,1158,1,2,7
0.43,4.87,4.83,2.99,1016,2,3,2
1.24,7.27,7.11,4.0,7291,0,0,2
0.41,4.82,4.76,2.91,1153,1,3,4
0.32,4.38,4.41,2.69,602,2,4,5
0.37,4.56,4.6,2.85,787,3,3,7
0.41,4.8,4.85,2.91,1295,2,2,6
1.07,6.55,6.61,4.05,7577,3,2,5
0.5,5.13,5.15,3.16,1008,5,2,2
0.35,4.58,4.61,2.84,569,6,2,1
0.76,6.01,5.91,3.55,2937,3,3,4
0.33,4.42,4.45,2.73,604,3,2,5
0.52,5.21,5.28,3.14,2217,0,2,7
1.56,7.39,7.46,4.63,7809,6,2,5
0.31,4.33,4.37,2.63,489,4,4,5
0.44,4.99,5.03,2.93,1407,3,1,1
0.32,4.39,4.43,2.73,547,4,2,2
0.45,4.94,4.99,3.08,1377,3,2,1
0.42,4.85,4.78,2.92,1087,3,3,5
0.9,6.18,6.09,3.84,3599,1,3,3
0.48,5.28,5.26,2.97,994,2,0,2
0.43,4.84,4.88,2.98,1314,0,2,5
1.01,6.45,6.4,3.96,4751,1,3,3
0.85,6.0,6.04,3.79,4089,1,2,2
0.58,5.3,5.34,3.33,1884,3,2,4
1.0,6.5,6.44,3.87,4200,5,2,2
0.82,6.04,6.01,3.74,2668,1,2,3
0.72,5.79,5.86,3.53,2114,3,4,3
2.3,8.45,8.4,5.27,18190,5,2,5
0.27,4.15,4.2,2.52,470,0,4,4
1.01,6.42,6.47,4.0,4458,2,2,3
0.52,5.18,5.22,3.17,1310,5,4,4
0.7,5.61,5.67,3.55,2673,1,4,5
0.3,4.25,4.29,2.65,742,0,4,4
0.51,5.18,5.15,3.19,1882,0,2,5
1.0,6.53,6.5,3.8,3360,5,4,3
1.5,7.07,7.03,4.62,5268,6,0,3
0.62,5.43,5.39,3.41,1777,2,3,2
1.42,7.27,7.22,4.5,11434,3,3,4
1.01,6.59,6.62,3.75,5185,1,0,2
1.09,6.47,6.39,4.27,3170,2,0,3
0.31,4.38,4.34,2.7,593,3,3,2
0.6,5.36,5.41,3.42,1565,5,4,7
1.09,6.56,6.51,4.11,6453,4,2,5
0.32,4.43,4.47,2.74,929,2,2,1
1.56,7.64,7.7,4.47,6996,6,4,3
0.78,5.94,5.96,3.63,3564,1,4,4
0.41,4.75,4.78,2.96,935,1,3,5
0.4,4.84,4.87,2.86,603,6,4,2
1.06,6.42,6.49,4.07,6663,3,4,4
0.32,4.39,4.41,2.72,479,4,2,2
0.75,5.87,5.92,3.49,2248,2,2,3
0.5,5.05,5.08,3.18,1331,1,2,2
0.59,5.34,5.36,3.36,1109,5,4,2
0.73,5.82,5.77,3.53,2947,0,3,5
1.2,6.78,6.74,4.17,4838,4,3,4
0.41,4.79,4.74,2.96,1230,3,2,6
0.54,5.25,5.2,3.21,1786,2,2,5
0.33,4.46,4.43,2.74,743,3,2,5
0.59,5.38,5.44,3.31,1790,1,2,2
0.43,4.86,4.89,3.02,1051,1,4,4
0.56,5.28,5.24,3.28,1698,5,3,6
1.02,6.35,6.4,4.02,3879,6,4,2
1.03,6.46,6.49,3.97,4679,0,4,3
0.32,4.35,4.4,2.73,449,1,4,3
2.02,8.08,7.98,4.99,14330,6,3,5
0.31,4.43,4.4,2.65,628,4,3,5
1.01,6.44,6.37,4.01,11491,1,3,1
0.7,5.73,5.65,3.5,1047,3,4,0
0.53,5.34,5.27,3.21,1607,4,3,4
0.34,4.49,4.51,2.74,745,1,3,5
0.31,4.35,4.4,2.67,642,3,2,4
1.22,6.93,6.88,4.2,5602,4,2,3
0.23,3.93,3.95,2.47,465,1,4,7
0.32,4.37,4.39,2.72,800,2,2,7
0.51,5.22,5.25,3.13,1251,4,4,5
1.05,6.56,6.53,4.03,5557,2,3,2
0.51,5.35,5.16,3.16,2111,3,3,6
0.71,5.74,5.76,3.55,2606,1,4,2
1.18,6.8,6.85,4.16,7439,3,2,5
0.3,4.3,4.34,2.66,838,1,2,6
0.7,5.6,5.67,3.49,2496,1,4,2
0.89,6.04,6.08,3.78,3429,1,2,3
0.41,4.78,4.71,2.99,904,2,2,2
0.31,4.35,4.32,2.69,877,0,2,4
1.02,6.42,6.38,4.05,5255,4,4,5
0.71,5.69,5.64,3.56,2801,2,3,5
1.2,6.76,6.83,4.2,4580,6,4,3
0.71,5.75,5.79,3.54,2913,0,3,2
0.76,5.84,5.86,3.6,3497,1,2,5
1.0,6.52,6.54,3.88,6867,3,4,4
0.33,4.45,4.49,2.73,675,5,2,1
0.75,5.83,5.86,3.64,2973,3,2,4
2.0,8.05,7.98,5.01,7204,4,2,0
0.43,4.85,4.89,2.99,1037,3,2,6
0.42,4.83,4.8,2.96,992,2,3,2
0.9,6.06,6.13,3.84,4668,0,4,5
1.02,6.34,6.41,4.03,6659,2,4,5
1.51,7.45,7.52,4.49,7841,5,4,3
0.23,3.96,3.97,2.4,357,0,4,5
0.3,4.33,4.3,2.68,844,1,2,5
0.72,5.78,5.84,3.54,3475,4,2,7
0.44,4.88,4.91,3.0,810,4,3,5
0.8,5.84,5.93,3.69,2810,3,1,2
1.0,6.44,6.49,3.9,6196,0,4,2
0.53,5.15,5.13,3.25,1727,3,4,4
0.41,4.7,4.74,2.96,719,3,3,2
0.73,5.78,5.81,3.6,2583,3,2,2
0.43,4.92,4.95,2.97,1220,4,4,6
0.27,4.23,4.26,2.52,567,2,4,1
0.34,4.45,4.43,2.78,956,1,3,5
0.35,4.51,4.53,2.82,706,2,2,5
1.06,6.58,6.53,4.08,6947,2,3,5
1.05,6.51,6.54,4.02,5197,3,4,2
2.01,8.11,8.06,4.97,14837,4,2,2
0.57,5.29,5.27,3.34,1176,5,4,2
1.0,6.64,6.59,3.79,4155,2,1,3
0.5,5.14,5.16,3.14,1749,2,2,5
0.32,4.41,4.44,2.69,529,5,2,4
0.4,4.74,4.69,2.89,945,1,3,2
1.5,7.32,7.28,4.45,11863,0,3,2
0.52,5.14,5.16,3.15,1911,3,3,7
0.23,4.02,4.04,2.36,530,1,4,6
0.31,4.36,4.34,2.69,698,3,2,5
0.92,6.23,6.19,3.88,3332,6,2,4
1.0,6.4,6.45,3.93,6133,4,2,5
0.54,5.27,5.31,3.23,1259,5,2,5
0.4,4.78,4.73,2.92,840,5,2,5
0.34,4.5,4.53,2.7,626,0,4,2
0.38,4.73,4.75,2.85,662,4,4,2
1.0,6.37,6.34,4.05,5819,1,1,5
0.4,4.63,4.67,2.92,1053,1,4,4
0.4,4.77,4.71,2.95,1059,2,2,5
1.78,7.77,7.73,4.81,12843,4,2,2
0.31,4.31,4.32,2.69,435,5,3,5
0.3,4.32,4.34,2.67,764,3,2,6
0.8,5.99,6.0,3.68,4816,2,2,5
0.71,5.67,5.62,3.59,2494,2,1,5
0.4,4.77,4.81,2.91,772,0,2,2
0.73,5.65,5.7,3.59,2523,1,4,2
0.4,4.7,4.74,2.91,1333,1,2,6
0.36,4.53,4.58,2.82,631,1,2,2
0.74,5.78,5.82,3.59,3590,2,2,4
0.92,6.24,6.29,3.89,3610,5,2,2
0.4,4.76,4.79,2.84,842,5,3,6
0.51,5.11,5.14,3.17,1668,3,2,4
0.5,5.08,5.14,3.18,997,2,4,3
1.12,6.79,6.68,4.1,9126,3,3,1
0.24,4.07,4.1,2.44,552,1,4,6
0.37,4.63,4.64,2.81,746,2,2,5
0.82,5.96,6.0,3.71,3373,1,4,2
1.03,6.57,6.61,3.91,4671,0,1,3
0.31,4.3,4.35,2.72,625,3,4,4
0.52,5.25,5.29,3.16,1883,1,2,4
1.28,7.09,6.99,4.27,18700,1,2,1
0.36,4.57,4.55,2.84,869,3,2,4
0.34,4.47,4.4,2.77,1033,0,2,5
0.34,4.4,4.44,2.76,626,5,3,6
1.07,6.51,6.56,4.05,4830,4,2,2
1.01,6.35,6.27,3.99,7267,3,4,7
0.41,4.79,4.83,2.96,1322,2,2,5
0.92,6.29,6.25,3.96,3679,1,4,3
0.73,5.97,5.92,3.49,2882,2,3,5
1.27,6.99,6.95,4.27,5021,6,2,3
0.31,4.32,4.3,2.71,802,2,2,5
1.22,6.91,6.85,4.29,7673,4,4,4
0.3,4.27,4.29,2.71,432,4,1,2
0.73,5.87,5.91,3.54,2548,3,2,2
0.4,4.71,4.74,2.94,912,1,3,5
1.02,6.41,6.35,4.03,5198,0,4,2
0.32,4.42,4.39,2.76,576,1,2,3
1.19,6.73,6.77,4.2,4777,5,3,2
1.5,7.3,7.36,4.46,9240,2,3,3
0.35,4.47,4.54,2.81,504,4,3,2
1.0,6.32,6.36,3.96,6283,2,4,5
